
position is:  {'x': '13.28', 'y': '6.33', 'quality': 34}
position is:  {'x': '13.56', 'y': '1.13', 'quality': 26}
position is:  {'x': '13.54', 'y': '1.10', 'quality': 37}
position is:  {'x': '8.96', 'y': '2.45', 'quality': 60}
position is:  {'x': '4.88', 'y': '2.41', 'quality': 53}
position is:  {'x': '4.72', 'y': '2.46', 'quality': 59}
position is:  {'x': '4.71', 'y': '2.44', 'quality': 58}
position is:  {'x': '4.72', 'y': '2.42', 'quality': 57}
position is:  {'x': '4.70', 'y': '2.45', 'quality': 58}
position is:  {'x': '4.77', 'y': '2.44', 'quality': 54}
position is:  {'x': '4.74', 'y': '2.44', 'quality': 57}
position is:  {'x': '4.70', 'y': '2.43', 'quality': 58}
position is:  {'x': '4.72', 'y': '2.45', 'quality': 55}
position is:  {'x': '4.74', 'y': '2.44', 'quality': 56}
position is:  {'x': '4.72', 'y': '2.39', 'quality': 56}
position is:  {'x': '4.80', 'y': '1.79', 'quality': 44}
position is:  {'x': '4.99', 'y': '1.14', 'quality': 27}
position is:  {'x': '5.59', 'y': '0.61', 'quality': 15}
position is:  {'x': '6.60', 'y': '0.79', 'quality': 13}
position is:  {'x': '6.98', 'y': '0.96', 'quality': 14}
position is:  {'x': '7.92', 'y': '0.98', 'quality': 18}
position is:  {'x': '8.43', 'y': '1.01', 'quality': 30}
position is:  {'x': '8.77', 'y': '1.11', 'quality': 21}
position is:  {'x': '9.10', 'y': '0.75', 'quality': 28}
position is:  {'x': '9.92', 'y': '0.76', 'quality': 49}
position is:  {'x': '10.29', 'y': '0.69', 'quality': 54}
position is:  {'x': '10.88', 'y': '0.27', 'quality': 56}
position is:  {'x': '11.28', 'y': '0.73', 'quality': 51}
position is:  {'x': '11.81', 'y': '0.98', 'quality': 46}
position is:  {'x': '11.60', 'y': '0.82', 'quality': 50}
position is:  {'x': '11.14', 'y': '1.15', 'quality': 52}
position is:  {'x': '10.91', 'y': '1.43', 'quality': 57}
position is:  {'x': '10.90', 'y': '1.26', 'quality': 56}
position is:  {'x': '10.92', 'y': '0.95', 'quality': 50}
position is:  {'x': '10.73', 'y': '1.22', 'quality': 58}
position is:  {'x': '11.12', 'y': '1.19', 'quality': 51}
position is:  {'x': '11.40', 'y': '0.92', 'quality': 48}
position is:  {'x': '11.82', 'y': '0.98', 'quality': 43}
position is:  {'x': '12.78', 'y': '0.96', 'quality': 27}
position is:  {'x': '13.30', 'y': '0.97', 'quality': 25}
position is:  {'x': '14.12', 'y': '0.97', 'quality': 19}
position is:  {'x': '14.88', 'y': '0.97', 'quality': 24}
position is:  {'x': '15.99', 'y': '0.94', 'quality': 16}
position is:  {'x': '17.00', 'y': '1.23', 'quality': 35}
position is:  {'x': '17.02', 'y': '2.23', 'quality': 52}
position is:  {'x': '17.07', 'y': '2.60', 'quality': 54}
position is:  {'x': '17.12', 'y': '3.12', 'quality': 65}
position is:  {'x': '16.90', 'y': '3.70', 'quality': 60}
position is:  {'x': '16.37', 'y': '3.90', 'quality': 50}
position is:  {'x': '15.60', 'y': '3.89', 'quality': 47}
position is:  {'x': '14.93', 'y': '3.70', 'quality': 49}
position is:  {'x': '14.00', 'y': '3.89', 'quality': 55}
position is:  {'x': '12.51', 'y': '3.67', 'quality': 66}
position is:  {'x': '11.67', 'y': '3.89', 'quality': 72}
position is:  {'x': '10.62', 'y': '4.10', 'quality': 70}
position is:  {'x': '9.91', 'y': '3.85', 'quality': 66}
position is:  {'x': '9.44', 'y': '3.64', 'quality': 56}
position is:  {'x': '8.36', 'y': '3.98', 'quality': 55}
position is:  {'x': '7.39', 'y': '3.97', 'quality': 56}
position is:  {'x': '6.80', 'y': '4.09', 'quality': 58}
position is:  {'x': '6.19', 'y': '4.02', 'quality': 48}
position is:  {'x': '5.28', 'y': '4.17', 'quality': 67}
position is:  {'x': '5.24', 'y': '4.99', 'quality': 57}
position is:  {'x': '5.15', 'y': '5.68', 'quality': 50}
position is:  {'x': '5.17', 'y': '6.50', 'quality': 35}
position is:  {'x': '5.03', 'y': '7.02', 'quality': 27}
position is:  {'x': '5.20', 'y': '7.54', 'quality': 18}
position is:  {'x': '5.13', 'y': '8.18', 'quality': 58}
position is:  {'x': '4.91', 'y': '9.04', 'quality': 28}
position is:  {'x': '4.29', 'y': '9.49', 'quality': 48}
position is:  {'x': '3.95', 'y': '9.87', 'quality': 49}
position is:  {'x': '3.24', 'y': '10.06', 'quality': 48}
position is:  {'x': '2.17', 'y': '9.98', 'quality': 37}
position is:  {'x': '2.05', 'y': '10.02', 'quality': 40}
position is:  {'x': '1.87', 'y': '10.02', 'quality': 35}
position is:  {'x': '1.29', 'y': '10.20', 'quality': 29}
position is:  {'x': '0.80', 'y': '10.81', 'quality': 39}
position is:  {'x': '0.96', 'y': '11.30', 'quality': 50}
position is:  {'x': '1.51', 'y': '11.70', 'quality': 40}
position is:  {'x': '2.36', 'y': '11.77', 'quality': 50}
position is:  {'x': '3.65', 'y': '11.73', 'quality': 60}
position is:  {'x': '4.58', 'y': '11.65', 'quality': 59}
position is:  {'x': '5.47', 'y': '11.68', 'quality': 52}
position is:  {'x': '6.33', 'y': '11.58', 'quality': 46}
position is:  {'x': '6.88', 'y': '11.56', 'quality': 52}
position is:  {'x': '7.58', 'y': '11.50', 'quality': 48}
position is:  {'x': '8.35', 'y': '11.09', 'quality': 37}
position is:  {'x': '9.09', 'y': '11.10', 'quality': 47}
position is:  {'x': '9.72', 'y': '11.43', 'quality': 53}
position is:  {'x': '10.50', 'y': '10.97', 'quality': 65}
position is:  {'x': '11.18', 'y': '10.54', 'quality': 57}
position is:  {'x': '11.79', 'y': '10.49', 'quality': 64}
position is:  {'x': '12.63', 'y': '9.82', 'quality': 64}
position is:  {'x': '13.80', 'y': '9.97', 'quality': 52}
position is:  {'x': '14.05', 'y': '10.11', 'quality': 52}
position is:  {'x': '14.51', 'y': '10.27', 'quality': 53}
position is:  {'x': '15.57', 'y': '10.12', 'quality': 34}
position is:  {'x': '16.18', 'y': '9.99', 'quality': 52}
position is:  {'x': '16.81', 'y': '10.09', 'quality': 36}
position is:  {'x': '17.93', 'y': '10.40', 'quality': 56}
position is:  {'x': '18.96', 'y': '10.56', 'quality': 56}
position is:  {'x': '19.92', 'y': '10.66', 'quality': 44}
position is:  {'x': '20.21', 'y': '11.64', 'quality': 58}
position is:  {'x': '20.35', 'y': '12.48', 'quality': 57}
position is:  {'x': '20.08', 'y': '13.23', 'quality': 49}
position is:  {'x': '18.73', 'y': '13.27', 'quality': 62}
position is:  {'x': '17.62', 'y': '13.36', 'quality': 53}
position is:  {'x': '16.67', 'y': '13.21', 'quality': 46}
position is:  {'x': '16.12', 'y': '12.37', 'quality': 48}
position is:  {'x': '15.89', 'y': '11.51', 'quality': 47}
position is:  {'x': '15.77', 'y': '10.77', 'quality': 41}
position is:  {'x': '15.64', 'y': '10.15', 'quality': 35}
position is:  {'x': '15.96', 'y': '9.33', 'quality': 17}
position is:  {'x': '16.02', 'y': '8.19', 'quality': 63}
position is:  {'x': '15.68', 'y': '7.36', 'quality': 17}
position is:  {'x': '14.93', 'y': '6.31', 'quality': 73}
position is:  {'x': '15.37', 'y': '5.16', 'quality': 57}
position is:  {'x': '15.39', 'y': '4.52', 'quality': 54}
position is:  {'x': '14.89', 'y': '4.10', 'quality': 51}
position is:  {'x': '14.09', 'y': '4.12', 'quality': 36}
position is:  {'x': '12.81', 'y': '3.92', 'quality': 57}
position is:  {'x': '11.96', 'y': '3.87', 'quality': 61}
position is:  {'x': '10.73', 'y': '4.23', 'quality': 57}
position is:  {'x': '10.06', 'y': '3.62', 'quality': 65}
position is:  {'x': '9.44', 'y': '3.87', 'quality': 54}
position is:  {'x': '8.30', 'y': '3.80', 'quality': 55}
position is:  {'x': '7.55', 'y': '3.98', 'quality': 55}
position is:  {'x': '6.94', 'y': '4.03', 'quality': 60}
position is:  {'x': '6.32', 'y': '3.99', 'quality': 47}
position is:  {'x': '5.52', 'y': '4.14', 'quality': 57}
position is:  {'x': '4.95', 'y': '3.66', 'quality': 69}
position is:  {'x': '4.80', 'y': '2.88', 'quality': 59}
position is:  {'x': '4.76', 'y': '2.05', 'quality': 51}
position is:  {'x': '4.75', 'y': '2.02', 'quality': 48}
position is:  {'x': '4.75', 'y': '2.00', 'quality': 48}
position is:  {'x': '4.73', 'y': '2.03', 'quality': 50}
position is:  {'x': '4.75', 'y': '1.89', 'quality': 45}
position is:  {'x': '3.40', 'y': '1.85', 'quality': 78}
position is:  {'x': '1.77', 'y': '3.76', 'quality': 71}
position is:  {'x': '2.16', 'y': '4.13', 'quality': 69}
position is:  {'x': '1.87', 'y': '4.04', 'quality': 68}
position is:  {'x': '1.88', 'y': '4.07', 'quality': 64}
position is:  {'x': '1.83', 'y': '4.09', 'quality': 61}
position is:  {'x': '1.89', 'y': '4.02', 'quality': 64}
position is:  {'x': '1.92', 'y': '4.05', 'quality': 64}
position is:  {'x': '1.93', 'y': '4.06', 'quality': 66}
position is:  {'x': '1.96', 'y': '4.06', 'quality': 67}
position is:  {'x': '1.94', 'y': '4.06', 'quality': 66}
position is:  {'x': '1.92', 'y': '4.06', 'quality': 63}
position is:  {'x': '1.95', 'y': '4.05', 'quality': 64}
position is:  {'x': '1.95', 'y': '4.06', 'quality': 66}
position is:  {'x': '1.96', 'y': '4.13', 'quality': 63}
position is:  {'x': '2.01', 'y': '4.12', 'quality': 68}
position is:  {'x': '1.97', 'y': '4.13', 'quality': 63}
position is:  {'x': '1.94', 'y': '4.04', 'quality': 68}
position is:  {'x': '1.99', 'y': '4.02', 'quality': 70}
position is:  {'x': '1.96', 'y': '4.02', 'quality': 70}
position is:  {'x': '2.02', 'y': '4.01', 'quality': 67}
position is:  {'x': '1.44', 'y': '4.10', 'quality': 59}
position is:  {'x': '0.96', 'y': '4.57', 'quality': 49}
position is:  {'x': '0.93', 'y': '5.47', 'quality': 36}
position is:  {'x': '0.89', 'y': '6.20', 'quality': 40}
position is:  {'x': '1.62', 'y': '6.38', 'quality': 44}
position is:  {'x': '2.16', 'y': '6.29', 'quality': 45}
position is:  {'x': '2.45', 'y': '5.69', 'quality': 54}
position is:  {'x': '2.51', 'y': '4.80', 'quality': 62}
position is:  {'x': '2.54', 'y': '4.14', 'quality': 63}
position is:  {'x': '2.41', 'y': '3.10', 'quality': 59}
position is:  {'x': '2.61', 'y': '2.17', 'quality': 60}
position is:  {'x': '2.72', 'y': '1.85', 'quality': 57}
position is:  {'x': '2.72', 'y': '1.81', 'quality': 65}
position is:  {'x': '2.70', 'y': '2.08', 'quality': 69}
position is:  {'x': '2.73', 'y': '1.76', 'quality': 58}
position is:  {'x': '2.70', 'y': '1.97', 'quality': 64}
position is:  {'x': '2.70', 'y': '1.87', 'quality': 63}
position is:  {'x': '2.57', 'y': '2.00', 'quality': 66}
position is:  {'x': '2.51', 'y': '2.04', 'quality': 55}
position is:  {'x': '2.42', 'y': '2.17', 'quality': 57}
position is:  {'x': '2.44', 'y': '2.05', 'quality': 47}
position is:  {'x': '2.45', 'y': '2.00', 'quality': 50}
position is:  {'x': '2.46', 'y': '2.05', 'quality': 57}
position is:  {'x': '2.45', 'y': '2.08', 'quality': 56}
position is:  {'x': '2.56', 'y': '2.30', 'quality': 55}
position is:  {'x': '2.69', 'y': '2.44', 'quality': 62}
position is:  {'x': '2.77', 'y': '2.44', 'quality': 67}
position is:  {'x': '2.76', 'y': '2.02', 'quality': 49}
position is:  {'x': '2.65', 'y': '2.12', 'quality': 63}
position is:  {'x': '2.59', 'y': '1.92', 'quality': 54}
position is:  {'x': '2.66', 'y': '1.60', 'quality': 32}
position is:  {'x': '2.77', 'y': '2.21', 'quality': 57}
position is:  {'x': '2.75', 'y': '1.80', 'quality': 49}
position is:  {'x': '2.78', 'y': '1.92', 'quality': 44}
position is:  {'x': '2.78', 'y': '2.02', 'quality': 51}
position is:  {'x': '2.75', 'y': '1.97', 'quality': 49}
position is:  {'x': '2.77', 'y': '1.99', 'quality': 49}
position is:  {'x': '2.78', 'y': '2.01', 'quality': 50}
position is:  {'x': '2.78', 'y': '2.04', 'quality': 49}
position is:  {'x': '2.80', 'y': '2.05', 'quality': 52}
position is:  {'x': '2.79', 'y': '2.04', 'quality': 52}
position is:  {'x': '2.76', 'y': '2.01', 'quality': 51}
position is:  {'x': '2.77', 'y': '2.03', 'quality': 54}
position is:  {'x': '2.79', 'y': '1.98', 'quality': 50}
position is:  {'x': '2.79', 'y': '2.00', 'quality': 53}
position is:  {'x': '2.77', 'y': '1.99', 'quality': 50}
position is:  {'x': '2.77', 'y': '2.01', 'quality': 50}
position is:  {'x': '2.77', 'y': '2.02', 'quality': 53}
position is:  {'x': '2.77', 'y': '1.98', 'quality': 50}
position is:  {'x': '2.77', 'y': '2.01', 'quality': 51}
position is:  {'x': '2.81', 'y': '1.96', 'quality': 49}
position is:  {'x': '2.77', 'y': '2.00', 'quality': 52}
position is:  {'x': '2.77', 'y': '2.08', 'quality': 53}
position is:  {'x': '2.76', 'y': '1.98', 'quality': 49}
position is:  {'x': '2.79', 'y': '2.06', 'quality': 65}
position is:  {'x': '2.80', 'y': '2.05', 'quality': 57}
position is:  {'x': '2.76', 'y': '2.03', 'quality': 58}
position is:  {'x': '2.76', 'y': '1.99', 'quality': 55}
position is:  {'x': '2.75', 'y': '1.94', 'quality': 48}
position is:  {'x': '2.78', 'y': '2.04', 'quality': 47}
position is:  {'x': '2.77', 'y': '1.97', 'quality': 47}
position is:  {'x': '2.77', 'y': '1.95', 'quality': 50}
position is:  {'x': '2.75', 'y': '2.06', 'quality': 48}
position is:  {'x': '2.74', 'y': '2.06', 'quality': 48}
position is:  {'x': '2.82', 'y': '1.99', 'quality': 56}
position is:  {'x': '2.75', 'y': '2.01', 'quality': 48}
position is:  {'x': '2.77', 'y': '2.07', 'quality': 49}
position is:  {'x': '2.76', 'y': '2.01', 'quality': 50}
position is:  {'x': '2.77', 'y': '1.93', 'quality': 49}
position is:  {'x': '2.80', 'y': '1.96', 'quality': 49}
position is:  {'x': '2.74', 'y': '2.12', 'quality': 54}
position is:  {'x': '2.62', 'y': '1.86', 'quality': 50}
position is:  {'x': '2.63', 'y': '1.97', 'quality': 50}
position is:  {'x': '2.61', 'y': '1.63', 'quality': 35}
position is:  {'x': '2.75', 'y': '1.92', 'quality': 52}
position is:  {'x': '2.70', 'y': '2.13', 'quality': 56}
position is:  {'x': '2.76', 'y': '2.11', 'quality': 55}
position is:  {'x': '2.75', 'y': '1.98', 'quality': 48}
position is:  {'x': '2.78', 'y': '2.07', 'quality': 58}
position is:  {'x': '2.75', 'y': '2.03', 'quality': 56}
position is:  {'x': '2.73', 'y': '1.96', 'quality': 48}
position is:  {'x': '2.76', 'y': '1.98', 'quality': 48}
position is:  {'x': '2.75', 'y': '2.04', 'quality': 50}
position is:  {'x': '2.75', 'y': '1.97', 'quality': 49}
position is:  {'x': '2.77', 'y': '1.98', 'quality': 51}
position is:  {'x': '2.76', 'y': '1.99', 'quality': 49}
position is:  {'x': '2.74', 'y': '2.19', 'quality': 47}
position is:  {'x': '2.75', 'y': '1.93', 'quality': 50}
position is:  {'x': '2.74', 'y': '1.96', 'quality': 47}
position is:  {'x': '2.78', 'y': '1.93', 'quality': 48}
position is:  {'x': '2.76', 'y': '2.01', 'quality': 55}
position is:  {'x': '2.75', 'y': '2.01', 'quality': 54}
position is:  {'x': '2.71', 'y': '2.13', 'quality': 55}
position is:  {'x': '2.65', 'y': '1.92', 'quality': 44}
position is:  {'x': '2.63', 'y': '1.91', 'quality': 46}
position is:  {'x': '2.54', 'y': '2.22', 'quality': 60}
position is:  {'x': '2.72', 'y': '2.00', 'quality': 51}
position is:  {'x': '2.64', 'y': '2.03', 'quality': 47}
position is:  {'x': '2.69', 'y': '1.89', 'quality': 46}
position is:  {'x': '2.71', 'y': '2.00', 'quality': 49}
position is:  {'x': '2.66', 'y': '1.99', 'quality': 53}
position is:  {'x': '2.67', 'y': '1.96', 'quality': 46}
position is:  {'x': '2.66', 'y': '2.09', 'quality': 47}
position is:  {'x': '2.95', 'y': '1.91', 'quality': 56}
position is:  {'x': '3.12', 'y': '1.88', 'quality': 57}
position is:  {'x': '3.04', 'y': '1.86', 'quality': 58}
position is:  {'x': '3.05', 'y': '1.88', 'quality': 52}
position is:  {'x': '3.05', 'y': '1.84', 'quality': 55}
position is:  {'x': '2.92', 'y': '1.92', 'quality': 56}
position is:  {'x': '2.96', 'y': '1.76', 'quality': 46}
position is:  {'x': '2.99', 'y': '2.03', 'quality': 60}
position is:  {'x': '3.02', 'y': '1.98', 'quality': 52}
position is:  {'x': '3.00', 'y': '1.99', 'quality': 63}
position is:  {'x': '2.94', 'y': '2.22', 'quality': 67}
position is:  {'x': '2.91', 'y': '2.07', 'quality': 54}
position is:  {'x': '2.89', 'y': '2.18', 'quality': 67}
position is:  {'x': '2.89', 'y': '2.17', 'quality': 63}
position is:  {'x': '2.92', 'y': '2.05', 'quality': 50}
position is:  {'x': '2.89', 'y': '2.05', 'quality': 59}
position is:  {'x': '2.88', 'y': '2.66', 'quality': 69}
position is:  {'x': '2.85', 'y': '2.29', 'quality': 57}
position is:  {'x': '2.90', 'y': '2.62', 'quality': 67}
position is:  {'x': '3.05', 'y': '3.20', 'quality': 73}
position is:  {'x': '3.34', 'y': '3.37', 'quality': 64}
position is:  {'x': '4.25', 'y': '3.45', 'quality': 64}
position is:  {'x': '4.60', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.59', 'y': '3.47', 'quality': 66}
position is:  {'x': '5.93', 'y': '2.21', 'quality': 91}
position is:  {'x': '7.43', 'y': '0.90', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.91', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.88', 'quality': 60}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 11}
position is:  {'x': '7.44', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.74', 'y': '0.99', 'quality': 18}
position is:  {'x': '8.14', 'y': '0.97', 'quality': 22}
position is:  {'x': '8.56', 'y': '1.03', 'quality': 27}
position is:  {'x': '8.88', 'y': '1.14', 'quality': 29}
position is:  {'x': '9.54', 'y': '0.83', 'quality': 43}
position is:  {'x': '10.05', 'y': '0.77', 'quality': 51}
position is:  {'x': '10.47', 'y': '0.36', 'quality': 48}
position is:  {'x': '10.99', 'y': '0.74', 'quality': 49}
position is:  {'x': '11.04', 'y': '0.95', 'quality': 52}
position is:  {'x': '10.69', 'y': '0.48', 'quality': 51}
position is:  {'x': '10.37', 'y': '0.32', 'quality': 53}
position is:  {'x': '10.20', 'y': '0.09', 'quality': 57}
position is:  {'x': '10.21', 'y': '-0.09', 'quality': 59}
position is:  {'x': '10.00', 'y': '0.24', 'quality': 52}
position is:  {'x': '10.54', 'y': '0.45', 'quality': 54}
position is:  {'x': '10.71', 'y': '0.77', 'quality': 45}
position is:  {'x': '10.89', 'y': '0.69', 'quality': 49}
position is:  {'x': '11.10', 'y': '0.58', 'quality': 68}
position is:  {'x': '9.33', 'y': '1.53', 'quality': 53}
position is:  {'x': '9.09', 'y': '1.61', 'quality': 49}
position is:  {'x': '8.16', 'y': '0.90', 'quality': 43}
position is:  {'x': '7.62', 'y': '0.97', 'quality': 16}
position is:  {'x': '7.59', 'y': '0.95', 'quality': 15}
position is:  {'x': '7.57', 'y': '0.96', 'quality': 13}
position is:  {'x': '7.63', 'y': '0.94', 'quality': 15}
position is:  {'x': '7.64', 'y': '0.95', 'quality': 16}
position is:  {'x': '7.77', 'y': '1.05', 'quality': 18}
position is:  {'x': '8.20', 'y': '1.03', 'quality': 19}
position is:  {'x': '8.50', 'y': '1.15', 'quality': 23}
position is:  {'x': '8.97', 'y': '1.09', 'quality': 26}
position is:  {'x': '9.79', 'y': '0.73', 'quality': 49}
position is:  {'x': '10.01', 'y': '0.79', 'quality': 38}
position is:  {'x': '10.65', 'y': '0.89', 'quality': 49}
position is:  {'x': '11.17', 'y': '0.92', 'quality': 49}
position is:  {'x': '11.55', 'y': '0.62', 'quality': 54}
position is:  {'x': '12.13', 'y': '0.91', 'quality': 43}
position is:  {'x': '11.80', 'y': '0.89', 'quality': 50}
position is:  {'x': '11.35', 'y': '1.15', 'quality': 49}
position is:  {'x': '11.02', 'y': '1.07', 'quality': 49}
position is:  {'x': '11.09', 'y': '1.24', 'quality': 44}
position is:  {'x': '10.98', 'y': '1.12', 'quality': 47}
position is:  {'x': '10.89', 'y': '1.20', 'quality': 57}
position is:  {'x': '11.27', 'y': '1.22', 'quality': 48}
position is:  {'x': '11.71', 'y': '0.89', 'quality': 49}
position is:  {'x': '12.56', 'y': '0.95', 'quality': 34}
position is:  {'x': '13.42', 'y': '0.97', 'quality': 36}
position is:  {'x': '10.49', 'y': '1.96', 'quality': 70}
position is:  {'x': '7.85', 'y': '0.99', 'quality': 17}
position is:  {'x': '7.56', 'y': '0.85', 'quality': 13}
position is:  {'x': '7.78', 'y': '0.88', 'quality': 18}
position is:  {'x': '7.69', 'y': '0.91', 'quality': 11}
position is:  {'x': '7.82', 'y': '0.93', 'quality': 19}
position is:  {'x': '7.75', 'y': '0.91', 'quality': 16}
position is:  {'x': '7.57', 'y': '0.91', 'quality': 12}
position is:  {'x': '7.82', 'y': '0.90', 'quality': 16}
position is:  {'x': '8.33', 'y': '0.99', 'quality': 22}
position is:  {'x': '8.78', 'y': '1.07', 'quality': 32}
position is:  {'x': '9.00', 'y': '1.02', 'quality': 26}
position is:  {'x': '9.70', 'y': '0.81', 'quality': 49}
position is:  {'x': '10.05', 'y': '0.89', 'quality': 38}
position is:  {'x': '10.59', 'y': '0.85', 'quality': 49}
position is:  {'x': '11.03', 'y': '0.93', 'quality': 51}
position is:  {'x': '11.49', 'y': '0.90', 'quality': 47}
position is:  {'x': '11.59', 'y': '0.88', 'quality': 50}
position is:  {'x': '11.28', 'y': '0.73', 'quality': 50}
position is:  {'x': '11.00', 'y': '0.29', 'quality': 51}
position is:  {'x': '10.92', 'y': '0.33', 'quality': 54}
position is:  {'x': '11.02', 'y': '0.59', 'quality': 53}
position is:  {'x': '10.99', 'y': '0.64', 'quality': 51}
position is:  {'x': '10.97', 'y': '0.41', 'quality': 56}
position is:  {'x': '11.18', 'y': '0.71', 'quality': 45}
position is:  {'x': '10.81', 'y': '1.20', 'quality': 68}
position is:  {'x': '7.71', 'y': '1.15', 'quality': 14}
position is:  {'x': '7.74', 'y': '0.90', 'quality': 13}
position is:  {'x': '7.79', 'y': '0.93', 'quality': 17}
position is:  {'x': '7.78', 'y': '0.94', 'quality': 19}
position is:  {'x': '7.68', 'y': '0.95', 'quality': 11}
position is:  {'x': '7.73', 'y': '0.93', 'quality': 17}
position is:  {'x': '7.77', 'y': '0.92', 'quality': 19}
position is:  {'x': '8.25', 'y': '0.93', 'quality': 22}
position is:  {'x': '8.70', 'y': '1.16', 'quality': 20}
position is:  {'x': '8.77', 'y': '1.02', 'quality': 21}
position is:  {'x': '8.97', 'y': '1.71', 'quality': 36}
position is:  {'x': '10.00', 'y': '1.04', 'quality': 43}
position is:  {'x': '10.49', 'y': '0.87', 'quality': 47}
position is:  {'x': '10.97', 'y': '0.85', 'quality': 52}
position is:  {'x': '10.89', 'y': '0.75', 'quality': 50}
position is:  {'x': '10.43', 'y': '0.41', 'quality': 52}
position is:  {'x': '10.06', 'y': '0.48', 'quality': 46}
position is:  {'x': '10.12', 'y': '0.43', 'quality': 41}
position is:  {'x': '10.15', 'y': '0.46', 'quality': 43}
position is:  {'x': '9.74', 'y': '0.54', 'quality': 37}
position is:  {'x': '10.34', 'y': '0.67', 'quality': 46}
position is:  {'x': '10.64', 'y': '0.85', 'quality': 52}
position is:  {'x': '11.24', 'y': '0.82', 'quality': 56}
position is:  {'x': '12.37', 'y': '0.89', 'quality': 44}
position is:  {'x': '13.22', 'y': '1.07', 'quality': 27}
position is:  {'x': '10.64', 'y': '1.71', 'quality': 59}
position is:  {'x': '7.87', 'y': '0.98', 'quality': 20}
position is:  {'x': '7.92', 'y': '0.78', 'quality': 20}
position is:  {'x': '7.86', 'y': '0.93', 'quality': 18}
position is:  {'x': '7.88', 'y': '0.95', 'quality': 18}
position is:  {'x': '7.93', 'y': '0.78', 'quality': 21}
position is:  {'x': '7.83', 'y': '0.88', 'quality': 17}
position is:  {'x': '7.87', 'y': '0.93', 'quality': 18}
position is:  {'x': '7.87', 'y': '0.91', 'quality': 17}
position is:  {'x': '7.90', 'y': '0.90', 'quality': 18}
position is:  {'x': '7.89', 'y': '0.90', 'quality': 19}
position is:  {'x': '7.89', 'y': '0.89', 'quality': 17}
position is:  {'x': '7.84', 'y': '0.92', 'quality': 17}
position is:  {'x': '7.82', 'y': '0.91', 'quality': 17}
position is:  {'x': '7.79', 'y': '0.89', 'quality': 17}
position is:  {'x': '8.32', 'y': '0.95', 'quality': 24}
position is:  {'x': '8.56', 'y': '1.16', 'quality': 21}
position is:  {'x': '8.97', 'y': '0.95', 'quality': 30}
position is:  {'x': '9.55', 'y': '0.93', 'quality': 48}
position is:  {'x': '9.97', 'y': '0.83', 'quality': 35}
position is:  {'x': '10.57', 'y': '0.82', 'quality': 51}
position is:  {'x': '11.06', 'y': '0.83', 'quality': 49}
position is:  {'x': '10.71', 'y': '0.77', 'quality': 48}
position is:  {'x': '10.30', 'y': '0.32', 'quality': 54}
position is:  {'x': '9.80', 'y': '0.37', 'quality': 39}
position is:  {'x': '10.08', 'y': '0.27', 'quality': 44}
position is:  {'x': '10.12', 'y': '0.23', 'quality': 51}
position is:  {'x': '9.84', 'y': '0.45', 'quality': 43}
position is:  {'x': '10.35', 'y': '0.46', 'quality': 47}
position is:  {'x': '10.73', 'y': '0.83', 'quality': 50}
position is:  {'x': '11.27', 'y': '0.82', 'quality': 50}
position is:  {'x': '12.06', 'y': '0.96', 'quality': 46}
position is:  {'x': '12.24', 'y': '1.13', 'quality': 48}
position is:  {'x': '12.52', 'y': '1.28', 'quality': 48}
position is:  {'x': '13.01', 'y': '1.86', 'quality': 43}
position is:  {'x': '13.00', 'y': '2.00', 'quality': 49}
position is:  {'x': '13.01', 'y': '1.96', 'quality': 65}
position is:  {'x': '13.07', 'y': '2.00', 'quality': 48}
position is:  {'x': '13.05', 'y': '1.98', 'quality': 46}
position is:  {'x': '12.99', 'y': '2.02', 'quality': 49}
position is:  {'x': '12.94', 'y': '1.61', 'quality': 60}
position is:  {'x': '12.97', 'y': '1.76', 'quality': 44}
position is:  {'x': '12.99', 'y': '1.77', 'quality': 45}
position is:  {'x': '13.00', 'y': '1.78', 'quality': 45}
position is:  {'x': '13.00', 'y': '1.80', 'quality': 44}
position is:  {'x': '13.02', 'y': '1.74', 'quality': 50}
position is:  {'x': '13.00', 'y': '2.00', 'quality': 48}
position is:  {'x': '13.08', 'y': '1.93', 'quality': 49}
position is:  {'x': '13.56', 'y': '1.68', 'quality': 35}
position is:  {'x': '14.22', 'y': '1.35', 'quality': 15}
position is:  {'x': '14.61', 'y': '0.97', 'quality': 14}
position is:  {'x': '15.34', 'y': '0.97', 'quality': 18}
position is:  {'x': '16.29', 'y': '0.93', 'quality': 19}
position is:  {'x': '17.15', 'y': '1.87', 'quality': 47}
position is:  {'x': '17.12', 'y': '3.29', 'quality': 67}
position is:  {'x': '16.57', 'y': '3.96', 'quality': 55}
position is:  {'x': '15.88', 'y': '4.36', 'quality': 49}
position is:  {'x': '15.51', 'y': '5.36', 'quality': 46}
position is:  {'x': '15.89', 'y': '6.82', 'quality': 17}
position is:  {'x': '16.27', 'y': '8.13', 'quality': 74}
position is:  {'x': '16.31', 'y': '9.30', 'quality': 21}
position is:  {'x': '16.51', 'y': '10.24', 'quality': 42}
position is:  {'x': '17.19', 'y': '10.28', 'quality': 49}
