position is:  {'x': '13.30', 'y': '6.32', 'quality': 36}
position is:  {'x': '2.85', 'y': '2.22', 'quality': 56}
position is:  {'x': '2.84', 'y': '2.27', 'quality': 57}
position is:  {'x': '2.84', 'y': '2.21', 'quality': 57}
position is:  {'x': '2.85', 'y': '2.25', 'quality': 59}
position is:  {'x': '2.85', 'y': '2.21', 'quality': 56}
position is:  {'x': '2.85', 'y': '2.21', 'quality': 64}
position is:  {'x': '2.84', 'y': '2.30', 'quality': 60}
position is:  {'x': '2.84', 'y': '2.24', 'quality': 58}
position is:  {'x': '2.84', 'y': '2.26', 'quality': 55}
position is:  {'x': '2.87', 'y': '2.26', 'quality': 56}
position is:  {'x': '2.86', 'y': '2.38', 'quality': 65}
position is:  {'x': '2.91', 'y': '2.43', 'quality': 73}
position is:  {'x': '2.87', 'y': '2.49', 'quality': 63}
position is:  {'x': '2.89', 'y': '2.54', 'quality': 65}
position is:  {'x': '2.91', 'y': '2.57', 'quality': 68}
position is:  {'x': '2.90', 'y': '2.62', 'quality': 67}
position is:  {'x': '2.92', 'y': '2.66', 'quality': 68}
position is:  {'x': '2.90', 'y': '2.74', 'quality': 67}
position is:  {'x': '2.90', 'y': '2.75', 'quality': 68}
position is:  {'x': '2.91', 'y': '2.80', 'quality': 72}
position is:  {'x': '2.93', 'y': '2.84', 'quality': 67}
position is:  {'x': '2.98', 'y': '2.92', 'quality': 76}
position is:  {'x': '2.98', 'y': '2.96', 'quality': 72}
position is:  {'x': '3.00', 'y': '3.02', 'quality': 71}
position is:  {'x': '3.00', 'y': '3.06', 'quality': 74}
position is:  {'x': '2.99', 'y': '3.10', 'quality': 72}
position is:  {'x': '3.01', 'y': '3.13', 'quality': 73}
position is:  {'x': '3.01', 'y': '3.15', 'quality': 73}
position is:  {'x': '3.02', 'y': '3.16', 'quality': 73}
position is:  {'x': '3.03', 'y': '3.16', 'quality': 72}
position is:  {'x': '3.05', 'y': '3.19', 'quality': 73}
position is:  {'x': '3.05', 'y': '3.20', 'quality': 73}
position is:  {'x': '3.06', 'y': '3.20', 'quality': 73}
position is:  {'x': '3.04', 'y': '3.19', 'quality': 70}
position is:  {'x': '3.12', 'y': '3.22', 'quality': 72}
position is:  {'x': '3.07', 'y': '3.20', 'quality': 70}
position is:  {'x': '3.07', 'y': '3.20', 'quality': 72}
position is:  {'x': '3.07', 'y': '3.21', 'quality': 73}
position is:  {'x': '3.08', 'y': '3.22', 'quality': 76}
position is:  {'x': '3.12', 'y': '3.22', 'quality': 73}
position is:  {'x': '3.15', 'y': '3.27', 'quality': 75}
position is:  {'x': '3.18', 'y': '3.30', 'quality': 75}
position is:  {'x': '3.21', 'y': '3.33', 'quality': 75}
position is:  {'x': '3.23', 'y': '3.37', 'quality': 77}
position is:  {'x': '3.26', 'y': '3.42', 'quality': 77}
position is:  {'x': '3.28', 'y': '3.49', 'quality': 77}
position is:  {'x': '3.31', 'y': '3.41', 'quality': 63}
position is:  {'x': '3.34', 'y': '3.37', 'quality': 64}
position is:  {'x': '3.37', 'y': '3.38', 'quality': 71}
position is:  {'x': '3.41', 'y': '3.44', 'quality': 73}
position is:  {'x': '3.41', 'y': '3.47', 'quality': 71}
position is:  {'x': '3.55', 'y': '3.51', 'quality': 66}
position is:  {'x': '3.66', 'y': '3.54', 'quality': 70}
position is:  {'x': '3.73', 'y': '3.56', 'quality': 67}
position is:  {'x': '3.81', 'y': '3.54', 'quality': 62}
position is:  {'x': '3.86', 'y': '3.55', 'quality': 67}
position is:  {'x': '3.94', 'y': '3.54', 'quality': 64}
position is:  {'x': '4.00', 'y': '3.52', 'quality': 61}
position is:  {'x': '4.05', 'y': '3.53', 'quality': 64}
position is:  {'x': '4.00', 'y': '3.50', 'quality': 77}
position is:  {'x': '4.08', 'y': '3.46', 'quality': 58}
position is:  {'x': '4.07', 'y': '3.43', 'quality': 61}
position is:  {'x': '4.17', 'y': '3.43', 'quality': 61}
position is:  {'x': '4.25', 'y': '3.45', 'quality': 64}
position is:  {'x': '4.24', 'y': '3.53', 'quality': 67}
position is:  {'x': '4.32', 'y': '3.53', 'quality': 66}
position is:  {'x': '4.35', 'y': '3.53', 'quality': 68}
position is:  {'x': '4.35', 'y': '3.55', 'quality': 69}
position is:  {'x': '4.41', 'y': '3.54', 'quality': 67}
position is:  {'x': '4.43', 'y': '3.54', 'quality': 69}
position is:  {'x': '4.44', 'y': '3.53', 'quality': 70}
position is:  {'x': '4.47', 'y': '3.52', 'quality': 70}
position is:  {'x': '4.52', 'y': '3.50', 'quality': 67}
position is:  {'x': '4.58', 'y': '3.46', 'quality': 62}
position is:  {'x': '4.60', 'y': '3.45', 'quality': 64}
position is:  {'x': '4.60', 'y': '3.45', 'quality': 69}
position is:  {'x': '4.61', 'y': '3.46', 'quality': 65}
position is:  {'x': '4.61', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.59', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.60', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.59', 'y': '3.46', 'quality': 67}
position is:  {'x': '4.59', 'y': '3.46', 'quality': 66}
position is:  {'x': '4.62', 'y': '3.44', 'quality': 63}
position is:  {'x': '4.60', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.58', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.60', 'y': '3.44', 'quality': 66}
position is:  {'x': '4.63', 'y': '3.43', 'quality': 64}
position is:  {'x': '4.60', 'y': '3.44', 'quality': 65}
position is:  {'x': '4.59', 'y': '3.43', 'quality': 66}
position is:  {'x': '4.61', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.60', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.58', 'y': '3.47', 'quality': 68}
position is:  {'x': '4.59', 'y': '3.46', 'quality': 65}
position is:  {'x': '4.60', 'y': '3.45', 'quality': 64}
position is:  {'x': '4.61', 'y': '3.44', 'quality': 64}
position is:  {'x': '4.59', 'y': '3.47', 'quality': 66}
position is:  {'x': '4.61', 'y': '3.46', 'quality': 63}
position is:  {'x': '4.59', 'y': '3.45', 'quality': 66}
position is:  {'x': '4.58', 'y': '3.45', 'quality': 67}
position is:  {'x': '4.59', 'y': '3.42', 'quality': 61}
position is:  {'x': '4.61', 'y': '3.41', 'quality': 65}
position is:  {'x': '4.63', 'y': '3.41', 'quality': 69}
position is:  {'x': '4.66', 'y': '3.36', 'quality': 70}
position is:  {'x': '4.80', 'y': '3.37', 'quality': 69}
position is:  {'x': '4.74', 'y': '3.25', 'quality': 79}
position is:  {'x': '4.81', 'y': '3.11', 'quality': 76}
position is:  {'x': '4.91', 'y': '2.91', 'quality': 65}
position is:  {'x': '5.10', 'y': '2.74', 'quality': 63}
position is:  {'x': '5.27', 'y': '2.60', 'quality': 56}
position is:  {'x': '5.46', 'y': '2.45', 'quality': 73}
position is:  {'x': '5.68', 'y': '2.33', 'quality': 60}
position is:  {'x': '5.93', 'y': '2.21', 'quality': 91}
position is:  {'x': '6.16', 'y': '2.12', 'quality': 66}
position is:  {'x': '6.38', 'y': '2.07', 'quality': 53}
position is:  {'x': '6.61', 'y': '1.93', 'quality': 73}
position is:  {'x': '6.79', 'y': '1.79', 'quality': 68}
position is:  {'x': '6.98', 'y': '1.58', 'quality': 51}
position is:  {'x': '7.16', 'y': '1.33', 'quality': 27}
position is:  {'x': '7.30', 'y': '1.14', 'quality': 23}
position is:  {'x': '7.36', 'y': '1.08', 'quality': 19}
position is:  {'x': '7.42', 'y': '1.04', 'quality': 15}
position is:  {'x': '7.44', 'y': '0.97', 'quality': 12}
position is:  {'x': '7.42', 'y': '0.94', 'quality': 12}
position is:  {'x': '7.42', 'y': '0.92', 'quality': 11}
position is:  {'x': '7.42', 'y': '0.91', 'quality': 14}
position is:  {'x': '7.43', 'y': '0.91', 'quality': 13}
position is:  {'x': '7.42', 'y': '0.91', 'quality': 15}
position is:  {'x': '7.43', 'y': '0.90', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.94', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.91', 'quality': 11}
position is:  {'x': '7.45', 'y': '0.91', 'quality': 13}
position is:  {'x': '7.44', 'y': '0.93', 'quality': 13}
position is:  {'x': '7.44', 'y': '0.93', 'quality': 12}
position is:  {'x': '7.46', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.83', 'quality': 8}
position is:  {'x': '7.45', 'y': '0.79', 'quality': 11}
position is:  {'x': '7.46', 'y': '0.80', 'quality': 11}
position is:  {'x': '7.46', 'y': '0.85', 'quality': 67}
position is:  {'x': '7.46', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.84', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.91', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.90', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.91', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.90', 'quality': 12}
position is:  {'x': '7.42', 'y': '0.90', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.90', 'quality': 13}
position is:  {'x': '7.47', 'y': '0.88', 'quality': 13}
position is:  {'x': '7.47', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 11}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.48', 'y': '0.86', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.86', 'quality': 11}
position is:  {'x': '7.43', 'y': '0.87', 'quality': 11}
position is:  {'x': '7.44', 'y': '0.86', 'quality': 11}
position is:  {'x': '7.44', 'y': '0.88', 'quality': 13}
position is:  {'x': '7.44', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.88', 'quality': 11}
position is:  {'x': '7.47', 'y': '0.88', 'quality': 60}
position is:  {'x': '7.47', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.87', 'quality': 11}
position is:  {'x': '7.46', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.86', 'quality': 12}
position is:  {'x': '7.46', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.87', 'quality': 11}
position is:  {'x': '7.45', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.87', 'quality': 11}
position is:  {'x': '7.44', 'y': '0.87', 'quality': 11}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.90', 'quality': 13}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 10}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 11}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 13}
position is:  {'x': '7.46', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.89', 'quality': 11}
position is:  {'x': '7.44', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 13}
position is:  {'x': '7.45', 'y': '0.88', 'quality': 13}
position is:  {'x': '7.43', 'y': '0.88', 'quality': 11}
position is:  {'x': '7.44', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.46', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.46', 'y': '0.90', 'quality': 12}
position is:  {'x': '7.47', 'y': '0.90', 'quality': 13}
position is:  {'x': '7.47', 'y': '0.90', 'quality': 12}
position is:  {'x': '7.44', 'y': '0.88', 'quality': 12}
position is:  {'x': '7.29', 'y': '0.90', 'quality': 24}
position is:  {'x': '7.36', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.39', 'y': '0.90', 'quality': 13}
position is:  {'x': '7.40', 'y': '0.89', 'quality': 12}
position is:  {'x': '7.42', 'y': '0.88', 'quality': 11}
position is:  {'x': '7.44', 'y': '0.89', 'quality': 11}
position is:  {'x': '7.47', 'y': '0.88', 'quality': 13}
position is:  {'x': '7.45', 'y': '0.87', 'quality': 12}
position is:  {'x': '7.52', 'y': '0.92', 'quality': 15}
position is:  {'x': '7.53', 'y': '0.93', 'quality': 15}
position is:  {'x': '7.58', 'y': '1.00', 'quality': 18}
position is:  {'x': '7.63', 'y': '1.04', 'quality': 19}
position is:  {'x': '7.69', 'y': '1.04', 'quality': 19}
position is:  {'x': '7.72', 'y': '1.02', 'quality': 17}
position is:  {'x': '7.73', 'y': '0.99', 'quality': 16}
position is:  {'x': '7.74', 'y': '0.99', 'quality': 18}
position is:  {'x': '7.75', 'y': '1.01', 'quality': 19}
position is:  {'x': '7.78', 'y': '1.05', 'quality': 20}
position is:  {'x': '7.80', 'y': '1.09', 'quality': 20}
position is:  {'x': '7.83', 'y': '1.05', 'quality': 19}
position is:  {'x': '7.83', 'y': '1.00', 'quality': 17}
position is:  {'x': '7.87', 'y': '0.94', 'quality': 17}
position is:  {'x': '7.92', 'y': '0.92', 'quality': 18}
position is:  {'x': '7.95', 'y': '0.91', 'quality': 19}
position is:  {'x': '7.94', 'y': '0.87', 'quality': 66}
position is:  {'x': '7.94', 'y': '0.90', 'quality': 18}
position is:  {'x': '8.01', 'y': '0.93', 'quality': 22}
position is:  {'x': '8.04', 'y': '0.96', 'quality': 22}
position is:  {'x': '8.05', 'y': '0.97', 'quality': 20}
position is:  {'x': '7.96', 'y': '0.98', 'quality': 16}
position is:  {'x': '8.09', 'y': '1.00', 'quality': 27}
position is:  {'x': '8.14', 'y': '0.97', 'quality': 22}
position is:  {'x': '8.20', 'y': '0.75', 'quality': 27}
position is:  {'x': '8.27', 'y': '0.86', 'quality': 23}
position is:  {'x': '8.29', 'y': '0.74', 'quality': 23}
position is:  {'x': '8.32', 'y': '0.73', 'quality': 21}
position is:  {'x': '8.32', 'y': '0.80', 'quality': 22}
position is:  {'x': '8.35', 'y': '0.71', 'quality': 25}
position is:  {'x': '8.35', 'y': '0.86', 'quality': 24}
position is:  {'x': '8.36', 'y': '0.93', 'quality': 23}
position is:  {'x': '8.37', 'y': '0.95', 'quality': 23}
position is:  {'x': '8.39', 'y': '0.95', 'quality': 25}
position is:  {'x': '8.39', 'y': '0.97', 'quality': 24}
position is:  {'x': '8.43', 'y': '1.01', 'quality': 27}
position is:  {'x': '8.46', 'y': '1.03', 'quality': 25}
position is:  {'x': '8.47', 'y': '1.02', 'quality': 23}
position is:  {'x': '8.54', 'y': '1.03', 'quality': 27}
position is:  {'x': '8.56', 'y': '1.03', 'quality': 27}
position is:  {'x': '8.62', 'y': '1.03', 'quality': 28}
position is:  {'x': '8.64', 'y': '1.05', 'quality': 29}
position is:  {'x': '8.62', 'y': '1.07', 'quality': 54}
position is:  {'x': '8.60', 'y': '1.12', 'quality': 20}
position is:  {'x': '8.66', 'y': '1.15', 'quality': 25}
position is:  {'x': '8.61', 'y': '1.15', 'quality': 21}
position is:  {'x': '8.66', 'y': '1.12', 'quality': 28}
position is:  {'x': '8.79', 'y': '1.11', 'quality': 29}
position is:  {'x': '8.91', 'y': '1.11', 'quality': 29}
position is:  {'x': '8.93', 'y': '1.10', 'quality': 28}
position is:  {'x': '9.00', 'y': '1.10', 'quality': 32}
position is:  {'x': '9.03', 'y': '1.12', 'quality': 32}
position is:  {'x': '9.02', 'y': '1.13', 'quality': 32}
position is:  {'x': '8.99', 'y': '1.15', 'quality': 32}
position is:  {'x': '8.91', 'y': '1.15', 'quality': 22}
position is:  {'x': '8.88', 'y': '1.14', 'quality': 29}
position is:  {'x': '8.86', 'y': '1.21', 'quality': 56}
position is:  {'x': '8.88', 'y': '1.18', 'quality': 28}
position is:  {'x': '8.84', 'y': '1.13', 'quality': 26}
position is:  {'x': '8.93', 'y': '1.09', 'quality': 28}
position is:  {'x': '8.88', 'y': '1.23', 'quality': 38}
position is:  {'x': '9.04', 'y': '1.05', 'quality': 28}
position is:  {'x': '9.07', 'y': '0.95', 'quality': 28}
position is:  {'x': '9.12', 'y': '0.90', 'quality': 31}
position is:  {'x': '9.17', 'y': '0.88', 'quality': 44}
position is:  {'x': '9.24', 'y': '0.87', 'quality': 43}
position is:  {'x': '9.30', 'y': '0.83', 'quality': 42}
position is:  {'x': '9.32', 'y': '0.79', 'quality': 41}
position is:  {'x': '9.37', 'y': '0.74', 'quality': 46}
position is:  {'x': '9.45', 'y': '0.79', 'quality': 42}
position is:  {'x': '9.49', 'y': '0.89', 'quality': 42}
position is:  {'x': '9.54', 'y': '0.83', 'quality': 43}
position is:  {'x': '9.57', 'y': '0.89', 'quality': 44}
position is:  {'x': '9.60', 'y': '0.88', 'quality': 44}
position is:  {'x': '9.62', 'y': '0.69', 'quality': 46}
position is:  {'x': '9.63', 'y': '0.70', 'quality': 47}
position is:  {'x': '9.77', 'y': '0.70', 'quality': 52}
position is:  {'x': '9.77', 'y': '0.64', 'quality': 49}
position is:  {'x': '9.80', 'y': '0.67', 'quality': 49}
position is:  {'x': '9.81', 'y': '0.72', 'quality': 47}
position is:  {'x': '9.82', 'y': '0.75', 'quality': 48}
position is:  {'x': '9.86', 'y': '0.79', 'quality': 48}
position is:  {'x': '9.90', 'y': '0.84', 'quality': 46}
position is:  {'x': '9.90', 'y': '0.77', 'quality': 49}
position is:  {'x': '9.92', 'y': '0.70', 'quality': 51}
position is:  {'x': '9.99', 'y': '0.64', 'quality': 51}
position is:  {'x': '10.02', 'y': '0.77', 'quality': 50}
position is:  {'x': '10.05', 'y': '0.77', 'quality': 51}
position is:  {'x': '10.06', 'y': '0.74', 'quality': 47}
position is:  {'x': '10.11', 'y': '0.76', 'quality': 49}
position is:  {'x': '10.14', 'y': '0.80', 'quality': 48}
position is:  {'x': '10.03', 'y': '0.84', 'quality': 39}
position is:  {'x': '10.01', 'y': '0.76', 'quality': 39}
position is:  {'x': '9.98', 'y': '0.84', 'quality': 35}
position is:  {'x': '9.99', 'y': '0.84', 'quality': 40}
position is:  {'x': '9.99', 'y': '0.81', 'quality': 38}
position is:  {'x': '9.99', 'y': '0.78', 'quality': 38}
position is:  {'x': '10.00', 'y': '0.69', 'quality': 37}
position is:  {'x': '9.99', 'y': '0.69', 'quality': 37}
position is:  {'x': '10.03', 'y': '0.68', 'quality': 42}
position is:  {'x': '10.18', 'y': '0.69', 'quality': 50}
position is:  {'x': '10.33', 'y': '0.59', 'quality': 54}
position is:  {'x': '10.42', 'y': '0.47', 'quality': 52}
position is:  {'x': '10.47', 'y': '0.36', 'quality': 48}
position is:  {'x': '10.49', 'y': '0.54', 'quality': 48}
position is:  {'x': '10.51', 'y': '0.53', 'quality': 47}
position is:  {'x': '10.55', 'y': '0.73', 'quality': 44}
position is:  {'x': '10.60', 'y': '0.68', 'quality': 46}
position is:  {'x': '10.62', 'y': '0.81', 'quality': 44}
position is:  {'x': '10.66', 'y': '0.79', 'quality': 48}
position is:  {'x': '10.81', 'y': '0.92', 'quality': 43}
position is:  {'x': '10.77', 'y': '0.90', 'quality': 50}
position is:  {'x': '10.77', 'y': '0.65', 'quality': 55}
position is:  {'x': '10.78', 'y': '0.67', 'quality': 53}
position is:  {'x': '10.79', 'y': '0.68', 'quality': 49}
position is:  {'x': '10.81', 'y': '0.52', 'quality': 57}
position is:  {'x': '10.85', 'y': '0.49', 'quality': 51}
position is:  {'x': '10.89', 'y': '0.45', 'quality': 53}
position is:  {'x': '10.94', 'y': '0.60', 'quality': 49}
position is:  {'x': '10.99', 'y': '0.74', 'quality': 49}
position is:  {'x': '11.06', 'y': '0.85', 'quality': 48}
position is:  {'x': '11.14', 'y': '0.90', 'quality': 40}
position is:  {'x': '11.18', 'y': '0.91', 'quality': 42}
position is:  {'x': '11.14', 'y': '0.92', 'quality': 49}
position is:  {'x': '11.17', 'y': '0.94', 'quality': 42}
position is:  {'x': '11.14', 'y': '0.95', 'quality': 49}
position is:  {'x': '11.15', 'y': '0.97', 'quality': 48}
position is:  {'x': '11.15', 'y': '0.95', 'quality': 48}
position is:  {'x': '11.13', 'y': '0.96', 'quality': 48}
position is:  {'x': '11.11', 'y': '0.94', 'quality': 49}
position is:  {'x': '11.17', 'y': '0.97', 'quality': 42}
position is:  {'x': '11.13', 'y': '0.98', 'quality': 48}
position is:  {'x': '11.10', 'y': '0.97', 'quality': 48}
position is:  {'x': '11.05', 'y': '0.97', 'quality': 48}
position is:  {'x': '11.06', 'y': '0.97', 'quality': 48}
position is:  {'x': '11.04', 'y': '0.95', 'quality': 52}
position is:  {'x': '11.02', 'y': '0.94', 'quality': 49}
position is:  {'x': '11.02', 'y': '0.95', 'quality': 52}
position is:  {'x': '11.01', 'y': '0.93', 'quality': 48}
position is:  {'x': '10.99', 'y': '0.92', 'quality': 50}
position is:  {'x': '10.98', 'y': '0.71', 'quality': 54}
position is:  {'x': '10.94', 'y': '0.62', 'quality': 52}
position is:  {'x': '10.92', 'y': '0.59', 'quality': 52}
position is:  {'x': '10.92', 'y': '0.48', 'quality': 52}
position is:  {'x': '10.90', 'y': '0.70', 'quality': 51}
position is:  {'x': '10.87', 'y': '0.74', 'quality': 50}
position is:  {'x': '10.82', 'y': '0.77', 'quality': 50}
position is:  {'x': '10.79', 'y': '0.74', 'quality': 51}
position is:  {'x': '10.77', 'y': '0.74', 'quality': 50}
position is:  {'x': '10.76', 'y': '0.70', 'quality': 51}
position is:  {'x': '10.72', 'y': '0.55', 'quality': 52}
position is:  {'x': '10.69', 'y': '0.48', 'quality': 51}
position is:  {'x': '10.66', 'y': '0.53', 'quality': 53}
position is:  {'x': '10.62', 'y': '0.44', 'quality': 54}
position is:  {'x': '10.60', 'y': '0.40', 'quality': 54}
position is:  {'x': '10.57', 'y': '0.45', 'quality': 51}
position is:  {'x': '10.55', 'y': '0.50', 'quality': 52}
position is:  {'x': '10.52', 'y': '0.60', 'quality': 51}
position is:  {'x': '10.51', 'y': '0.59', 'quality': 52}
position is:  {'x': '10.49', 'y': '0.60', 'quality': 52}
position is:  {'x': '10.47', 'y': '0.57', 'quality': 53}
position is:  {'x': '10.46', 'y': '0.51', 'quality': 53}
position is:  {'x': '10.45', 'y': '0.39', 'quality': 55}
position is:  {'x': '10.44', 'y': '0.34', 'quality': 55}
position is:  {'x': '10.42', 'y': '0.28', 'quality': 55}
position is:  {'x': '10.41', 'y': '0.29', 'quality': 54}
position is:  {'x': '10.39', 'y': '0.28', 'quality': 55}
position is:  {'x': '10.37', 'y': '0.32', 'quality': 53}
position is:  {'x': '10.37', 'y': '0.32', 'quality': 53}
position is:  {'x': '10.34', 'y': '0.33', 'quality': 54}
position is:  {'x': '10.31', 'y': '0.23', 'quality': 57}
position is:  {'x': '10.30', 'y': '0.20', 'quality': 56}
position is:  {'x': '10.27', 'y': '0.20', 'quality': 56}
position is:  {'x': '10.22', 'y': '0.22', 'quality': 53}
position is:  {'x': '10.22', 'y': '0.22', 'quality': 55}
position is:  {'x': '10.13', 'y': '0.26', 'quality': 42}
position is:  {'x': '10.00', 'y': '0.28', 'quality': 40}
position is:  {'x': '9.96', 'y': '0.32', 'quality': 41}
position is:  {'x': '9.86', 'y': '0.29', 'quality': 58}
position is:  {'x': '9.85', 'y': '0.29', 'quality': 40}
position is:  {'x': '9.91', 'y': '0.15', 'quality': 50}
position is:  {'x': '10.02', 'y': '0.19', 'quality': 50}
position is:  {'x': '10.13', 'y': '0.16', 'quality': 56}
position is:  {'x': '10.20', 'y': '0.09', 'quality': 57}
position is:  {'x': '10.24', 'y': '0.06', 'quality': 57}
position is:  {'x': '10.26', 'y': '0.04', 'quality': 55}
position is:  {'x': '10.28', 'y': '0.02', 'quality': 57}
position is:  {'x': '10.30', 'y': '0.01', 'quality': 57}
position is:  {'x': '10.30', 'y': '0.01', 'quality': 55}
position is:  {'x': '10.22', 'y': '0.18', 'quality': 42}
position is:  {'x': '10.25', 'y': '0.11', 'quality': 56}
position is:  {'x': '10.26', 'y': '0.07', 'quality': 57}
position is:  {'x': '10.27', 'y': '0.05', 'quality': 57}
position is:  {'x': '10.27', 'y': '0.03', 'quality': 56}
position is:  {'x': '10.21', 'y': '0.01', 'quality': 57}
position is:  {'x': '10.25', 'y': '0.01', 'quality': 56}
position is:  {'x': '10.26', 'y': '0.03', 'quality': 55}
position is:  {'x': '10.27', 'y': '-0.01', 'quality': 57}
position is:  {'x': '10.16', 'y': '-0.00', 'quality': 45}
position is:  {'x': '10.21', 'y': '-0.09', 'quality': 59}
position is:  {'x': '10.21', 'y': '-0.05', 'quality': 57}
position is:  {'x': '10.24', 'y': '-0.03', 'quality': 57}
position is:  {'x': '10.17', 'y': '-0.04', 'quality': 48}
position is:  {'x': '10.25', 'y': '-0.03', 'quality': 56}
position is:  {'x': '10.28', 'y': '-0.02', 'quality': 57}
position is:  {'x': '10.30', 'y': '-0.00', 'quality': 57}
position is:  {'x': '10.28', 'y': '-0.01', 'quality': 56}
position is:  {'x': '10.24', 'y': '-0.03', 'quality': 45}
position is:  {'x': '10.21', 'y': '-0.01', 'quality': 55}
position is:  {'x': '10.21', 'y': '0.14', 'quality': 54}
position is:  {'x': '10.03', 'y': '0.17', 'quality': 41}
position is:  {'x': '10.00', 'y': '0.23', 'quality': 41}
position is:  {'x': '9.96', 'y': '0.23', 'quality': 45}
position is:  {'x': '9.94', 'y': '0.23', 'quality': 45}
position is:  {'x': '9.97', 'y': '0.23', 'quality': 53}
position is:  {'x': '10.00', 'y': '0.24', 'quality': 52}
position is:  {'x': '10.07', 'y': '0.27', 'quality': 55}
position is:  {'x': '10.13', 'y': '0.26', 'quality': 55}
position is:  {'x': '10.18', 'y': '0.22', 'quality': 56}
position is:  {'x': '10.23', 'y': '0.17', 'quality': 56}
position is:  {'x': '10.26', 'y': '0.18', 'quality': 55}
position is:  {'x': '10.29', 'y': '0.23', 'quality': 55}
position is:  {'x': '10.32', 'y': '0.25', 'quality': 55}
position is:  {'x': '10.35', 'y': '0.26', 'quality': 54}
position is:  {'x': '10.38', 'y': '0.25', 'quality': 55}
position is:  {'x': '10.39', 'y': '0.24', 'quality': 55}
position is:  {'x': '10.40', 'y': '0.27', 'quality': 54}
position is:  {'x': '10.37', 'y': '0.21', 'quality': 54}
position is:  {'x': '10.42', 'y': '0.31', 'quality': 52}
position is:  {'x': '10.43', 'y': '0.41', 'quality': 53}
position is:  {'x': '10.43', 'y': '0.47', 'quality': 53}
position is:  {'x': '10.54', 'y': '0.45', 'quality': 54}
position is:  {'x': '10.51', 'y': '0.51', 'quality': 51}
position is:  {'x': '10.52', 'y': '0.65', 'quality': 49}
position is:  {'x': '10.53', 'y': '0.73', 'quality': 49}
position is:  {'x': '10.51', 'y': '0.69', 'quality': 52}
position is:  {'x': '10.50', 'y': '0.81', 'quality': 49}
position is:  {'x': '10.51', 'y': '0.81', 'quality': 51}
position is:  {'x': '10.55', 'y': '0.70', 'quality': 51}
position is:  {'x': '10.58', 'y': '0.60', 'quality': 52}
position is:  {'x': '10.60', 'y': '0.49', 'quality': 51}
position is:  {'x': '10.59', 'y': '0.45', 'quality': 47}
position is:  {'x': '10.69', 'y': '0.63', 'quality': 48}
position is:  {'x': '10.67', 'y': '0.74', 'quality': 49}
position is:  {'x': '10.66', 'y': '0.85', 'quality': 45}
position is:  {'x': '10.68', 'y': '0.82', 'quality': 48}
position is:  {'x': '10.71', 'y': '0.76', 'quality': 47}
position is:  {'x': '10.71', 'y': '0.77', 'quality': 45}
position is:  {'x': '10.71', 'y': '0.77', 'quality': 45}
position is:  {'x': '10.70', 'y': '0.66', 'quality': 44}
